id,name,city_id/id,area_id/id,district_id/id,manager_id/id
dep_17061,ابن سعدي,,,,
dep_17059,جعفر بن أبي طالب,,,,
dep_17054,أبوعمرو الشامي,,,,
dep_17053,علي الكسائي,,,,
dep_17052,نافع المدني,,,,
dep_17051,حمزة الكوفي,,,,
dep_17050,حلقات الإتقان,,,,
dep_17040,العباس ,,,,
dep_17039,عبدب الرحمن بن أبي بكر,,,,
dep_17038,جامع الجريوي ,,,,
dep_17036,بشر بن البراء ,,,,
dep_17035,الزهراني,,,,
dep_17034,الشكرة الجنوبي ,,,,
dep_17033,الشفاء ,,,,
dep_17031,الشميمري,,,,
dep_17030,ابن شبرين,,,,
dep_17029,ابن عطيش,,,,
dep_17028,أحمد بن حنبل ,,,,
dep_17027,زيد الخير,,,,
dep_17026,معاذ بن جبل ,,,,
dep_17025,غانم الشمري,,,,
dep_17024,القطنية,,,,
dep_17023,جامع عمر بنب الخطاب - الخالدية,,,,
dep_17022,ثابت بن قيس,,,,
dep_17020,سكن المستشفى,,,,
dep_17019,متلع الشمري ,,,,
dep_17018,عمر بن الخطاب - المصانع,,,,
dep_17016,حمزة بن عبد المطلب ,,,,
dep_17015,طلحة بن عبيد الله ,,,,
dep_17014,عثمان ين عفان - المصانع,,,,
dep_17011,العتبان,,,,
dep_17010,الإمام النووي ,,,,
dep_17009,الإمام الذهبي ,,,,
dep_17008,محمد بن عبد الوهاب,,,,
dep_17003,المهاجرين,,,,
dep_17002,التراضي,,,,
dep_17,ادارة الاستثمار,,,,
dep_16994,مصري بن محمد,,,,
dep_16992,الخضاري الشمالي,,,,
dep_16989,ابن يوسف,,,,
dep_16987,ال تميم,,,,
dep_16986,المستشفى العسكري,,,,
dep_16984,عبدالله بن مسعود,,,,
dep_16983,سعيد بن زيد,,,,
dep_16982,ابن العباس,,,,
dep_16981,الشرافا,,,,
dep_16980,ال ضافي,,,,
dep_16978,النويعمة القديمة,,,,
dep_16974,مبارك القنام,,,,
dep_16973,الرسم,,,,
dep_16972,علي بن ابي طالب,,,,
dep_16970,الشيخ محمد بن سويد,,,,
dep_16969,ال خضاري الشمالي,,,,
dep_16968,سجون الوادي,,,,
dep_16966,الفروانية,,,,
dep_16965,القوز,,,,
dep_16963,ابو بكر الصديق,,,,
dep_16962,ال جناح,,,,
dep_16961,انس بن مالك,,,,
dep_16960,سعد بن ابي وقاص,,,,
dep_16959,ال خضاري الجنوبي,,,,
dep_16957,مبارك عايض العريمة,,,,
dep_16954,كمدة,,,,
dep_16953,الحراقين,,,,
dep_16911,الوسط,,,,
dep_16907,العيينة,,,,
dep_16906,الكلية الحربية,,,,
dep_16905,قوات الامن الخاصة,,,,
dep_16904,جامعة الملك سعود(الطلاب),,,,
dep_16903,جامعة الملك سعود(أعضاء هيئة التدريس,,,,
dep_16902,الخزامى,,,,
dep_16901,عرقة,,,,
dep_16861,جامع الثندوة,,,,
dep_16860,جامع التقوى,,,,
dep_16859,جامع وثيلان,,,,
dep_16858,الجامع الشمالي,,,,
dep_16857,جامع جفن,,,,
dep_16856,جامع مغيب,,,,
dep_16855,جامع أرطاوي الرقاص,,,,
dep_16854,مسجد أبو نوره,,,,
dep_16853,مسجد الربوة,,,,
dep_16852,جامع البواردي,,,,
dep_16851,جامع المسعد,,,,
dep_16850,جامع السكران,,,,
dep_16817,مجمع حلقات المركز التربوي,,,,
dep_16810,سعد بن معاذ,,,,
dep_16804,القاعدة النورانية,,,,
dep_16765,مسجد مركز شويه,,,,
dep_16764,جامع مركز هجرة سعد,,,,
dep_16759,مسجد ش الستين,,,,
dep_16757,مسجد النبطه,,,,
dep_16756,مسجد العزة القديم (عويسان السبيعي),,,,
dep_16753,جامع الشلاش,,,,
dep_16752,مسجد الأمير سعد بن محمد (آل علي),,,,
dep_16751,مسجد منوخ ابوثنين,,,,
dep_16709,البراء بن مالك,,,,
dep_16704,رغبة,,,,
dep_16701,جامع الجارالله,,,,
dep_16661,ابن الجوزي,,,,
dep_16660,ابن عثيمين,,,,
dep_16659,الشافعي,,,,
dep_16658,ابن القيم,,,,
dep_16657,مساعد السديري,,,,
dep_16656,الألباني,,,,
dep_16655,ابن المبارك,,,,
dep_16654,عبدالعزيز السديري,,,,
dep_16653,العبدلية,,,,
dep_16651,ابن قدامة,,,,
dep_16612,أبو بكر الصديق,,,,
dep_16610,جامع المفيجر,,,,
dep_16609,جامع نعام,,,,
dep_16605,البريقعية بنعام,,,,
dep_16603,هيئة الأمر بالمعروف والنهي عن المنكر,,,,
dep_16602,الدفاع المدني,,,,
dep_16601,مجمع الشيخ عبدالرحمن آل فريان ,,,,
dep_16600,مجمع شيخ الإسلام ابن تيمية,,,,
dep_16560,حلقة أنس بن مالك ـ بمركز الداخلة,,,,
dep_16558,حلقة بن كثير,,,,
dep_16555,حلقة الزبير بن العوام,,,,
dep_16554,حلقة عبد الله بن الزبير,,,,
dep_16553,حلقة مصعب بن عمير,,,,
dep_16552,حلقة أبو موسى الأشعري,,,,
dep_16551,حلقة عبدالله بن عمر,,,,
dep_16550,مجمع حلقات الفرقان,,,,
dep_16518,جابر بن عبدالله,,,,
dep_16517,طلحه بن عبدالله,,,,
dep_16516,الباء بن عازب,,,,
dep_16515,انس بن النضر,,,,
dep_16513,الزبير بن العوام ,,,,
dep_16512,عمرو بن العاص ,,,,
dep_16510,الشيماء بنت الحارث مسائي,,,,
dep_16508,الامام الشاطبي,,,,
dep_16507,عبدالله بن عمر ,,,,
dep_16506,عبالرحمن بن عوف,,,,
dep_16505,ابي عبدالرحمن السلمي ,,,,
dep_16504,سلمه بن الاكوع,,,,
dep_16503,ابي ذر الغفاري ,,,,
dep_16501,جعفر بن ابي طالب,,,,
dep_16500,الشيخ ابن فريج ,,,,
dep_16472,حلقة ابن عثيمين بمسجد ال سعيد بخيران,,,,
dep_16470,حلقات جامع خيران,,,,
dep_16460,حلقات جامع تمرة,,,,
dep_16459,مجمع حلقات النور بحي الشيدية,,,,
dep_16457,مجمع الاستقامة,,,,
dep_16456,حلقات جامع ال حنيش في محافظة السيليل,,,,
dep_16455,مجمع حلقات التقوى بالسليل,,,,
dep_16454,خادم القرآن بالسليل,,,,
dep_16453,مجمع الفرقان بجامع الفاران بمحافظة السليل,,,,
dep_16452,حامل المسك في السليل,,,,
dep_16451,أبو بكر الصديق - عمر بن الخطاب,,,,
dep_16450,حلقات الدفاع الجوي,,,,
dep_16428,الإمام السيوطي,,,,
dep_16427,المقداد بن عمرو,,,,
dep_16426,النايفية,,,,
dep_16425,الرزيقية,,,,
dep_16424,مسجد البكر,,,,
dep_16423,الإمام أبو داوود,,,,
dep_16422,البريقا,,,,
dep_16421,الإمام النسائي,,,,
dep_16419,الإمام ابن ماجه,,,,
dep_16417,الإمام ابن ماجه ,,,,
dep_16415,الإمام البخاري,,,,
dep_16413,السيح,,,,
dep_16412,العجلية,,,,
dep_16408,الشيخ عبدالعزيز بن باز,,,,
dep_16406,الموظفين,,,,
dep_16405,مجمع التوحيد ,,,,
dep_16404,النايفية ,,,,
dep_16403,أبي بكر الصديق,,,,
dep_16401,مجمع الفرقان,,,,
dep_16400,الحلقة المميزة,,,,
dep_16399,ربيعة بن مالك,,,,
dep_16396,عبدالله بن حذافة,,,,
dep_16395,عمار بن ياسر,,,,
dep_16394,عمرو بن العاص,,,,
dep_16388,عمر بن الخطاب (ابتدائي),,,,
dep_16386,ابو بكر الصديق (ابتدائي),,,,
dep_16385,عمر بن الخطاب (متوسط),,,,
dep_16384,عمر بن الخطاب (ثانوي),,,,
dep_16382,ابو بكر الصديق (متوسط),,,,
dep_16380,عبدالله بن مسعود (متوسط),,,,
dep_16377,عبدالله بن مسعود (ابتدائي),,,,
dep_16376,رافع بن خديج,,,,
dep_16375,معاوية بن ابي سفيان,,,,
dep_16374,حذيفة بن اليمان (المتوسط),,,,
dep_16372,حذيفة بن اليمان (ثانوي أ),,,,
dep_16371,طلحة بن عبيدالله,,,,
dep_16366,مجمع اليوسف ( جامعيين ),,,,
dep_16365,عمر بن الخطاب ( جامعين ),,,,
dep_16359,عبدالله بن ام مكتوم,,,,
dep_16358,الشيخ محمد ابراهيم,,,,
dep_16356,عبد الله العسكر,,,,
dep_16355,عبدالله الخليفي,,,,
dep_16354,محمد بن عثمين,,,,
dep_16353,محمد الالباني,,,,
dep_16352,احمد الصانع,,,,
dep_16351,عبدالعزيز بن باز,,,,
dep_16350,شيخ الاسلام ابن تيمية,,,,
dep_16335,هند بنت عتبة,,,,
dep_16334,التقوى,,,,
dep_16331,طيبة,,,,
dep_16330,أمامة بنت العاص,,,,
dep_16328,عاتكة بنت عبد المطلب,,,,
dep_16325,فاطمة بنت الخطاب,,,,
dep_16324,خولة بنت حكيم,,,,
dep_16323,أم الفضل,,,,
dep_16320,خديجة  بنت خويلد,,,,
dep_16318,جامع أبي بكر الصديق,,,,
dep_16317,جامع العفج,,,,
dep_16316,جامع الفويلق,,,,
dep_16315,مسجد آل عريج,,,,
dep_16314,مسجد الرفايع ,,,,
dep_16313,مسجد أم آثلة,,,,
dep_16312,مسجد آل جديع,,,,
dep_16311,جامع الفويلق الشمالي,,,,
dep_16309,جامع الروضة بآل سحمان,,,,
dep_16308,مسجد أبي بكر الصديق,,,,
dep_16307,مسجد بلال بن رباح ,,,,
dep_16306,مسجد سلمان الفارسي بالفويلق,,,,
dep_16305,مسجد عمر الفاروق,,,,
dep_16304,مسجد عمر بن عبد العزيز,,,,
dep_16303,مسجد هجرة آل سياف,,,,
dep_16302,مسجد هجرة الخليج,,,,
dep_16301,مسجد الوسيطي,,,,
dep_16266,مجمع الفرعة,,,,
dep_16263,جامع السعودي,,,,
dep_16261,الإمام مسلم,,,,
dep_16259,أبي عبيدة عامر بن الجراح,,,,
dep_16258,زيد بن ثابت,,,,
dep_16256,مصدة,,,,
dep_16255,سعيد بن جبير,,,,
dep_16253,المستشفى العام,,,,
dep_16252,جابر بن عبد الله,,,,
dep_16250,عمر بن الخطاب,,,,
dep_16218,شيخ الإسلام ابن تيمية,,,,
dep_16217,عثمان بن عفان,,,,
dep_16216,حلقة العطار,,,,
dep_16215,عمران بن الحصين,,,,
dep_16211,عمرو بن الجموح,,,,
dep_16210,سعد بن عبادة,,,,
dep_16209,خبيب بن عدي,,,,
dep_16208,أبو موسى الأشعري ,,,,
dep_16207,أبو هريرة ,,,,
dep_16203,حمزة بن عبدالمطلب,,,,
dep_16201,عبدالله بن أبي رواحة,,,,
dep_16185,القرارة,,,,
dep_16184,العلوات بعرجاء,,,,
dep_16183,تراحيب بعرجاء,,,,
dep_16179,الرديفة,,,,
dep_16178,الرفيعه,,,,
dep_16177, الفقارة ,,,,
dep_16176,الخبه,,,,
dep_16175,الحضر,,,,
dep_16174,شيخ الاسلام بنفي,,,,
dep_16173,ابن عثيمين بابو جلال,,,,
dep_16172,أم مطلق,,,,
dep_16171,القزلان,,,,
dep_16170,هذال بن محمد الرويس,,,,
dep_16169,عبدالرحمن بن عوف,,,,
dep_16168,العبداللطيف,,,,
dep_16167,شرق بويريدة,,,,
dep_16165,شمال الإمارة,,,,
dep_16164,ابن محصان,,,,
dep_16158,الراجحي,,,,
dep_16157,الروضة,,,,
dep_16156,ابن حنيف,,,,
dep_16150,الأمير نايف,,,,
dep_16125,مجمع حلقات اشيقر ,,,,
dep_16124,مجمع الشيخ ناصر المانع ,,,,
dep_16123,مجمع الشيخ حمد الربيعة ,,,,
dep_16122,مجمع النور ,,,,
dep_16121,الشيخ عبدالعزيز المهنا ,,,,
dep_16113,مجمع الوقف بالقرائن,,,,
dep_16111,سلمان الفارسي ,,,,
dep_16108,مجمع حلقات ثرمداء,,,,
dep_16105,الـداهــنة ,,,,
dep_16101,مجمع حلقات القصب ,,,,
dep_16065,مسجد النووي,,,,
dep_16064,مسجد الشوكاني,,,,
dep_16062,مسجد الأوزاعي,,,,
dep_16061,جامع عبدالعزيز الجوير,,,,
dep_16060,جامع محمد بن إبراهيم,,,,
dep_16059,جامع العذل,,,,
dep_16057,مسجد الأحنف بن قيس,,,,
dep_16056,جامع الامام فيصل بن تركي,,,,
dep_16055,جامع الملك عبدالعزيز,,,,
dep_16053,أبي مسعود البدري,,,,
dep_16052,الفالح,,,,
dep_16051,جامع عبدالله بن نوفل,,,,
dep_16050,جامع الفرقان,,,,
dep_16005,حلقات مبايض,,,,
dep_16004,حلقات ام ارجوم,,,,
dep_16003,حلقات الحفنه,,,,
dep_16002,حلقة ابن باز,,,,
dep_16001,مدرسة تحفيظ القران بالعزيزية,,,,
dep_16,مكتب نائب الرئيس,,,,
dep_15009,الجوهرة  - صباحية,,,,
dep_14320,قسم الاختبارت-  والمسابقات القسم النسائي,,,,
dep_14303,ام الطفيل مسائي,,,,
dep_136,رماح,,,,
dep_13544, الأميره الجوهرة - مسائي,,,,
dep_13431,منيرة الحميد -مجمع مسك النموذجي-,,,,
dep_13427,معاذ بن جبل (العزيزية),,,,
dep_13426,الفرج,,,,
dep_13425,الدار البيضاء (1),,,,
dep_13423,فهد الحسين,,,,
dep_13418,الناصر,,,,
dep_13417,معاذ بن جبل (الدار البيضاء),,,,
dep_13403,والدة الأمير ماجد بن عبد العزيز,,,,
dep_13348,مسجد المشوح,,,,
dep_13347,جامع المحيسن,,,,
dep_13346,إبراهيم الدريس,,,,
dep_13345,جامع فهد الهريش,,,,
dep_13340,معيض آل سلطان,,,,
dep_13338,قرطبة الغربية,,,,
dep_13336,لطيفه,,,,
dep_13334,مسجد الإحسان,,,,
dep_13333,حلقات رياض الجنان,,,,
dep_13331,عبدالله سليمان العقيل,,,,
dep_13326,إبراهيم الخليل,,,,
dep_13325,جامع منيرة العريفي,,,,
dep_13318,مسجد عمير بن وهب,,,,
dep_13317,عبدالله العتيبي,,,,
dep_13312,لطيفة آل الشيخ,,,,
dep_13308,جامع أم خالد العساف,,,,
dep_13303,أبي يوسف العطير,,,,
dep_13302,خالد المليحي,,,,
dep_13203,أحمد القبس,,,,
dep_13201,موضي السعيدان,,,,
dep_13163,سيد الشهداء,,,,
dep_13162,عبد العزيز الفايز,,,,
dep_13160,حطين,,,,
dep_13156,المهندس عبد الرحمن الخناني,,,,
dep_13155,عبد العزيز الشلفان,,,,
dep_13152,المنار,,,,
dep_13151,حلقات الصفوة بمسجد هيا الحسن,,,,
dep_13144,إسكان هئية أعضاء تدريس جامعة الإمام,,,,
dep_13138,معاذ بن جبل,,,,
dep_13137,هيا بنت ناصر الجديد,,,,
dep_13134,الربيع,,,,
dep_13132,أحد,,,,
dep_13127,عبد الله الحصيني,,,,
dep_13120, ابن سعيدان,,,,
dep_13113,علي بلشرف,,,,
dep_13111,سكن التحلية العائلي,,,,
dep_13107, والدة الأمير عبد العزيز بن فهد,,,,
dep_13103,عبد الله الفارس,,,,
dep_13022,القريشية,,,,
dep_13017,غمامة,,,,
dep_13016,العرفج,,,,
dep_13012,الملك عبدالله,,,,
dep_13011,أبوهريرة,,,,
dep_13010,أويس القرني (ملتقى الأربعين),,,,
dep_13008,الصبيخ,,,,
dep_13006,العضيب,,,,
dep_13005,الشليخة,,,,
dep_13003,روح الحياة بمسجد غبيراء العام,,,,
dep_13000,جامع البويب,,,,
dep_130,محافظة السليل,,,,
dep_12908,الحروب,,,,
dep_12904,محمد الحقيل ,,,,
dep_12903,اليرموك,,,,
dep_12902,الكلية,,,,
dep_12900,عبدالعزيز البراهيم,,,,
dep_12820,جامع الشيخ صالح العريفي,,,,
dep_12809,جامع عمر بن عبدالعزيز1 بحي صياح - مجمع قرآني ,,,,
dep_12803,بلال بن رباح,,,,
dep_12799,جامع سيد الشهداء - الحلقات الرائدة,,,,
dep_12797,الشيخ محمد بن عبدالوهاب,,,,
dep_12792,أحمد بن تيمية,,,,
dep_12789,جامع ابن باز - مجمع إسكان الحرس الوطني النموذجي,,,,
dep_12787,جامع الملك سلمان بن عبدالعزيز,,,,
dep_12782,جامع الحبيش,,,,
dep_12779,قتيبة بن مسلم,,,,
dep_12778,جامع القدس,,,,
dep_12775,إسكان وزارة الخارجية,,,,
dep_12772,مجمع حلقات الرحمانية لتعليم القرآن الكريم ,,,,
dep_12771,العقارية,,,,
dep_12761,مسجد الإمام أحمد بن حنبل,,,,
dep_12760,ابن كثير,,,,
dep_12759,دباس العتيبي,,,,
dep_12751,مسجد الرميح,,,,
dep_12750,عبدالله الجعيثن,,,,
dep_12743,مسجد الامام البخاري,,,,
dep_12742,عبد الله بن سلمة,,,,
dep_12740,جامع التوحيد - الحلقات الرائدة,,,,
dep_12725,جامع الحمودي,,,,
dep_12720,الدويش - أسامة بن زيد,,,,
dep_12716,خالد ابا حسين,,,,
dep_12712,حلقات جامع إمام الدعوة,,,,
dep_12706,جامع الفدا,,,,
dep_12704,جامع عثمان بن عفان,,,,
dep_12700,مسجد الشيخ صالح الراجحي,,,,
dep_12600,عبدالله العمار,,,,
dep_12523,سلمان الفارسي,,,,
dep_12508,المحيسن,,,,
dep_12505,نوار العتيبي,,,,
dep_12501,مطلق العتيبي,,,,
dep_12498,عبدالعزيز العريفي مسائي,,,,
dep_12496,الطرادية,,,,
dep_12493,جعفر الطيار رضي الله عنه,,,,
dep_12486,الشيخ محمد بن عثيمين مسائي,,,,
dep_12476,الإخلاص مسائي,,,,
dep_12430,لطيفة الفضل ,,,,
dep_12429,طارق مراد ,,,,
dep_12415,أم ثابت الأنصارية,,,,
dep_12414,ابن دريب,,,,
dep_12408,مجمع الهدى بجامع المهنا,,,,
dep_12405,عكاشة بن محصن,,,,
dep_12404,أبي بن كعب حلقات مسجد القحطاني,,,,
dep_12400,جامع عثمان بن عفان - مجمع اسكان الحرس التعليمي النموذجي,,,,
dep_12390,ضواي العيتبي,,,,
dep_12389,ابي حنيفة,,,,
dep_12388,الفاروق,,,,
dep_12387,الزبير بن العوام,,,,
dep_12386,مسجد أحمد الزهراني ( الغنامية ),,,,
dep_12383,الغنام,,,,
dep_12382,جامع ابن عبد الوهاب (العزيزيه) -مجمع مسك النموذجي-,,,,
dep_12381,مسجد الحربي (العزيزية),,,,
dep_12377,عبدالعزيز الطياش,,,,
dep_12376,محمد بن سعيدان,,,,
dep_12366,حي الحمراء,,,,
dep_12363,مسجد عمر بن عبدالعزيز,,,,
dep_12352,حلقات الاميرة سلطانه بنت عبدالعزيز رحمها الله,,,,
dep_12351,الشيخ فهد بن علي آل إسماعيل,,,,
dep_12347,عائشة بنت أبي بكر,,,,
dep_12343,حي بدر الثاني,,,,
dep_12342,السليم,,,,
dep_12330,الحرس,,,,
dep_12329,الأحمــد,,,,
dep_12327,مسجد المســعد (حلقات بصائر) - مجمع قرآني,,,,
dep_12325,حلة بن هــندي - مجمع الفاروق التعليمي,,,,
dep_12323,القرينين الجنوبي - مجمع الفاروق التعليمي,,,,
dep_12299,صالح الرشيد,,,,
dep_12293,نايف الحديثي,,,,
dep_12292,جامع عمر بن الخطاب ,,,,
dep_12291,يوسف الفوزان,,,,
dep_12289,عمر بن الخطاب (3),,,,
dep_12287,مجمع العلماء بجامع حمود التويجري,,,,
dep_12281,سعد بن أبي وقاص(مجمع آل عياف),,,,
dep_12270,أم عبدالعزيز الشثري,,,,
dep_12268,الحسين بن علي,,,,
dep_12266,إبراهيم العريفي,,,,
dep_12264,عمر الفاروق,,,,
dep_12257,عمر بن الخطاب (4),,,,
dep_12255,النور (1),,,,
dep_12251,عبد الرحمن بن عوف,,,,
dep_12247,العرنوس,,,,
dep_12246,الخشمان,,,,
dep_12244,عروة بن الزبير,,,,
dep_12242,حلقات متعب السبيعي,,,,
dep_12236,أبو بكر الصديق (2),,,,
dep_12235,جامع الدريبي,,,,
dep_12234,ابن حزم,,,,
dep_12233,التعاون (2),,,,
dep_12226,ابن خثيلة,,,,
dep_12224,العويضة,,,,
dep_12223,المثلث,,,,
dep_12221,السلامة,,,,
dep_12219,الأمير عبدالعزيز الثنيان (2) _ مجمع الاتقان التعليمي,,,,
dep_12212,الشعيبـي  (2) مجمع الفاروق التعليمي,,,,
dep_12211,الهويمل-(2) - مجمع قرآني,,,,
dep_12206,عودة العودة,,,,
dep_12204,ابن الفارس ,,,,
dep_12201,الراجحي- (5) مجمع الشيخ عبدالعزيز العزمان التعليمي,,,,
dep_12190,الأمير سلطان بن عبدالعزيز,,,,
dep_12188,جامع باجد العتيبي,,,,
dep_12187,محمد عبدالوهاب,,,,
dep_12186,حسين ابوسليمان,,,,
dep_12185,الصحابة,,,,
dep_12184,محمد بن عبدالوهاب,,,,
dep_12181,عبد العزيز بن جلوي,,,,
dep_12179,عوض الحربي,,,,
dep_12142,حمزة بن عبدالمطلب (اسكان الخرج) - مجمع ابن عثيمين النموذجي,,,,
dep_12141,ابن عثيمين -مجمع ابن عثيمين النموذجي,,,,
dep_12134,الغيلان,,,,
dep_12133,مسجد علوش (الحائر),,,,
dep_12129,المزروع  حلقات العساكر,,,,
dep_12078,الخريجي,,,,
dep_12075,أبوعبيدة,,,,
dep_12067,مصعب بن عمير(المنصورة),,,,
dep_12066,الرويتع,,,,
dep_12064,النويصر,,,,
dep_12061,المفيريج,,,,
dep_12060,الأمير عبدالرحمن بن عبدالله,,,,
dep_12059,الحبيب,,,,
dep_12056,الرشودي,,,,
dep_12055,والدة الأمير تركي بن فيصل,,,,
dep_12054,الجميعة 4 (مجمع الوقار التعليمي ),,,,
dep_12049,حي الملك فيصل,,,,
dep_12026,منيرة إبراهيم العثيمين,,,,
dep_12025,خالد بن الوليد,,,,
dep_12023,جامع عبدالمحسن المهيدب ,,,,
dep_12022,جامع أبي عبدالله,,,,
dep_12021,ذات النطاقين - مجمع الوقار التعليمي,,,,
dep_12016,عمر بن عبدالعزيز,,,,
dep_12010,محمد بن سعود الكبير,,,,
dep_12009,جامع  المطلق,,,,
dep_12008,أيوب العوهلي,,,,
dep_12007,قتيبة بن مسلم الباهلي,,,,
dep_12005,الأميرة حصة بنت عبدالعزيز,,,,
dep_120,خولة بنت حكيم صباحي,,,,
dep_12,ادارة الشؤون التعليمية,,,,
dep_11989,مدرسة البواردي ( روضةمجمع البواردي ) الصباحية,,,,
dep_11979,الحافظة صباحي,,,,
dep_11969,الفرقان صباحي ( مركز إعداد الحافظات ),,,,
dep_11960,ام ايوب الانصارية مسائي,,,,
dep_11959,شميله بنت الحارث صباحي,,,,
dep_11951,ام الوليد بنت عمر بن الخطاب مسائي,,,,
dep_11901,رفعة بنت عبدالله مسائي,,,,
dep_11900,العفيفات صباحي,,,,
dep_119,مركز إشراف الدائري الغربي القسم النسائي,,,,
dep_11889,أم عمار - صباحية,,,,
dep_11869,درة بنت أبي سلمة (صباحي),,,,
dep_11860,مدرسة هاجر - مسائية,,,,
dep_11859,أم الفضل بنت الحارث - مسائية,,,,
dep_11857,الشموس بنت أبي عامر - مسائية,,,,
dep_11856,الجوهرة - مسائية,,,,
dep_11854,درة بنت أبي سلمة (مسائية),,,,
dep_11850,أم عمار - مسائية,,,,
dep_11839,أم سليم الأنصارية - صباحية,,,,
dep_11829,الثريا - صباحية,,,,
dep_11827,الزهراوين صباحي,,,,
dep_11822,التقوى صباحي,,,,
dep_11819,روضة براعم بلقيس - صباحية,,,,
dep_11809,ام ابراهيم الخراشي (1) - صباحية,,,,
dep_11804,أسماء بنت يزيد الأنصارية,,,,
dep_11801,زينب بنت خزيمة,,,,
dep_11800,سمية بنت خياط مسائي,,,,
dep_11799,المتقنات - روضة القران - صباحية,,,,
dep_11757,قطوف صباحي,,,,
dep_11750,البيان صباحي,,,,
dep_11730,المحدثين,,,,
dep_11709,قطوف مسائي,,,,
dep_11708,مشرف صباحي,,,,
dep_11707,السلف صباحي,,,,
dep_11706,عاتكة بنت عبدالمطلب صباحي,,,,
dep_11705,البصائر مسائي,,,,
dep_11703,نور القرآن صباحي,,,,
dep_117,مركز إشراف الوسط الشمالي القسم النسائي,,,,
dep_11679,الإيمان صباحي,,,,
dep_11660,الرميصاء بنت ملحان مسائي,,,,
dep_11659,أم المؤمنين صفية بنت حيي صباحي,,,,
dep_11656,فهد العويضة مسائي,,,,
dep_11652,أبو حبيب الشثري مسائي,,,,
dep_11650,الحياة مسائي,,,,
dep_11613,محمد آل حواش مسائي,,,,
dep_11611,مدرسة ام المؤمنين خديجة مسائي,,,,
dep_11610,السلام مسائي,,,,
dep_11609,الريان صباحي,,,,
dep_11607,عبدالعزيز ابن باز مسائي,,,,
dep_11604,البصيره مسائي,,,,
dep_11603,المنتقى صباحي (روضة),,,,
dep_116,مركز إشراف الوسط الجنوبي القسم النسائي,,,,
dep_11599,فاطمة بنت الخطاب صباحي روضة دوح القرآن,,,,
dep_11579,سودة بنت زمعة صباحي روضة الطفل المسلم,,,,
dep_11549,الرميصاء بنت ملحان صباحي,,,,
dep_11546,المحمدية صباحي,,,,
dep_11544,لبابة بنت الحارث صباحي,,,,
dep_11543,الهدى صباحي,,,,
dep_11542,تاج الوقار فرع صلاح الدين صباحي,,,,
dep_11540,الرائد مسائي,,,,
dep_11539,سارة مسائي,,,,
dep_11519,خبيب بن عدي صباحي,,,,
dep_11502,الجليس الصالح مسائي,,,,
dep_11500,نوره بنت محمد مسائي,,,,
dep_115,مركز إشراف الشرق القسم النسائي,,,,
dep_11496,فلذات الأكباد مسائي,,,,
dep_11492,معاذ بن جبل - مسائية,,,,
dep_11487,الذكر - الفاخرية مسائي,,,,
dep_11486,دار الثريا (مسائية),,,,
dep_11483, الهمم مسائي,,,,
dep_11482,بريرة مسائي,,,,
dep_11479,المؤمنات مسائي,,,,
dep_11478,الهداية صباحي,,,,
dep_11476,السلف مسائي,,,,
dep_11471,زينب بنت علي مسائي,,,,
dep_11463,آسية بنت مزاحم مسائي,,,,
dep_11462,ريحانه بنت زيد مسائي,,,,
dep_11459,رياض الجنان صباحي,,,,
dep_11458,نور الهداية مسائي,,,,
dep_11457,فهد العويضة صباحي -الحمراء ,,,,
dep_11456,حفصة بنت عمر صباحي,,,,
dep_11449,الشيماء بنت الحارث صباحي,,,,
dep_11447,سيف العريفي مسائي,,,,
dep_11434,فاطمة بنت محمد مسائي,,,,
dep_11433,أم ثابت الأنصارية مسائي,,,,
dep_11432,زينب بنت محمد مسائي,,,,
dep_11431,الشيخ عبدالله بن عقيل مسائي,,,,
dep_11417,الفرقان مسائي,,,,
dep_11416,الابرار مسائي,,,,
dep_11411,عاتكة بنت عبدالمطلب مسائي,,,,
dep_11409,مجمع حلقات جامع التقوى,,,,
dep_11408,أم الوليد بنت عمر بن الخطاب,,,,
dep_11404,علي الشقحاء,,,,
dep_11402,فهد العويضة,,,,
dep_11401,الزهراء,,,,
dep_114,مركز إشراف الغرب - القسم النسائي,,,,
dep_11398,حسن المصري,,,,
dep_11397,سارة بنت تركي آل سعود,,,,
dep_11393,البلطان,,,,
dep_11387,الربيع - مسائي,,,,
dep_11386,التعاون - مسائي,,,,
dep_11385,أم النجباء لبابة بنت الحارث - مسائي,,,,
dep_11382,الأميرة العنود بنت محمد,,,,
dep_11381,العبيد,,,,
dep_11380,حلقات جامع القرية الثانية,,,,
dep_11379,الفتاة,,,,
dep_11378,الارتقاء,,,,
dep_11377,حمود الذياب - ابن عمر,,,,
dep_11373,خولة بنت حكيم مسائي,,,,
dep_11371,فهد العويضة صباحي,,,,
dep_11367,الشيخ عبدالعزيز بن باز مسائي,,,,
dep_11366,الخيال,,,,
dep_11365,الهداية مسائي,,,,
dep_11364,سمية بنت معبد الخياط مسائي,,,,
dep_11363,الشيخ محمد بن عبد العزيز الراجحي ,,,,
dep_11356,رياض الهداية صباحي,,,,
dep_11355,التقوى - السعادة,,,,
dep_11354,أم سهل بنت عمر المسائية,,,,
dep_11345,الاحسان ,,,,
dep_11339,النبراس مسائي,,,,
dep_11334,جامع أم المؤمنين عائشة,,,,
dep_11331,حبيبة بنت سهل مسائي,,,,
